pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EPT-0I	EPT-0N	_R_uce-9045_EPT_C9	1	10000	0.0099009900990099	89	16	1616	244
EPT-0I	EPT-0L	_R_uce-9045_EPT_C9	1	10000	0.0	72	0	1332	528
EPT-0I	EPT-0J	_R_uce-9045_EPT_C9	1	10000	0.003457216940363	93	16	4628	952
EPT-0H	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.007396449704142	93	10	1352	136
EPT-0H	EPT-0O	_R_uce-9045_EPT_C9	1	10000	0.0057766367137355	93	18	3116	604
EPT-0H	EPT-0N	_R_uce-9045_EPT_C9	1	10000	0.0093167701863354	89	6	644	100
EPT-0I	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.0047169811320754	93	16	3392	328
EPT-0D	EPT-0N	_R_uce-9045_EPT_C9	1	10000	0.0099601593625498	89	10	1004	112
EPT-0D	EPT-0L	_R_uce-9045_EPT_C9	1	10000	0.0	72	0	800	316
EPT-0D	EPT-0J	_R_uce-9045_EPT_C9	1	10000	0.003501400560224	93	10	2856	492
EPT-0B	EPT-0H	_R_uce-9045_EPT_C9	1	10000	0.0060975609756097	93	12	1968	264
EPT-0B	EPT-0F	_R_uce-9045_EPT_C9	1	10000	0.0016339869281045	93	8	4896	684
EPT-0B	EPT-0E	_R_uce-9045_EPT_C9	1	10000	0.0027733755942947	93	14	5048	532
EPT-0B	EPT-0D	_R_uce-9045_EPT_C9	1	10000	0.0013140604467805	93	4	3044	304
EPT-0B	EPT-0C	_R_uce-9045_EPT_C9	1	10000	0.0013377926421404	93	8	5980	716
EPT-0A	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.0045454545454545	93	12	2640	336
EPT-0A	EPT-0O	_R_uce-9045_EPT_C9	1	10000	0.0026229508196721	93	16	6100	1340
EPT-0B	EPT-0I	_R_uce-9045_EPT_C9	1	10000	0.001639344262295	93	8	4880	700
EPT-0A	EPT-0N	_R_uce-9045_EPT_C9	1	10000	0.0079365079365079	89	10	1260	228
EPT-0A	EPT-0J	_R_uce-9045_EPT_C9	1	10000	0.0033519553072625	93	12	3580	884
EPT-0A	EPT-0I	_R_uce-9045_EPT_C9	1	10000	0.001308044473512	93	8	6116	1324
EPT-0A	EPT-0H	_R_uce-9045_EPT_C9	1	10000	0.0040192926045016	93	10	2488	488
EPT-0A	EPT-0F	_R_uce-9045_EPT_C9	1	10000	0.0013020833333333	93	8	6144	1296
EPT-0A	EPT-0E	_R_uce-9045_EPT_C9	1	10000	0.0022054190296156	93	14	6348	1092
EPT-0A	EPT-0D	_R_uce-9045_EPT_C9	1	10000	0.0010460251046025	93	4	3824	640
EPT-0A	EPT-0C	_R_uce-9045_EPT_C9	1	10000	0.0010655301012253	93	8	7508	1420
EPT-0A	EPT-0L	_R_uce-9045_EPT_C9	1	10000	0.001937984496124	72	2	1032	456
EPT-0N	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.0112359550561797	89	8	712	32
EPT-0B	EPT-0J	_R_uce-9045_EPT_C9	1	10000	0.0048882681564245	93	14	2864	484
EPT-0B	EPT-0N	_R_uce-9045_EPT_C9	1	10000	0.0118110236220472	89	12	1016	100
EPT-0D	EPT-0I	_R_uce-9045_EPT_C9	1	10000	0.0	93	0	4872	708
EPT-0D	EPT-0H	_R_uce-9045_EPT_C9	1	10000	0.0051020408163265	93	10	1960	272
EPT-0D	EPT-0F	_R_uce-9045_EPT_C9	1	10000	0.0	93	0	4864	716
EPT-0D	EPT-0E	_R_uce-9045_EPT_C9	1	10000	0.0007955449482895	93	4	5028	552
EPT-0C	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.0043436293436293	93	18	4144	320
EPT-0C	EPT-0O	_R_uce-9045_EPT_C9	1	10000	0.0020999580008399	93	20	9524	1636
EPT-0C	EPT-0N	_R_uce-9045_EPT_C9	1	10000	0.0090543259557344	89	18	1988	244
EPT-0B	EPT-0L	_R_uce-9045_EPT_C9	1	10000	0.0024752475247524	72	2	808	308
EPT-0C	EPT-0L	_R_uce-9045_EPT_C9	1	10000	0.0	72	0	1580	652
EPT-0C	EPT-0I	_R_uce-9045_EPT_C9	1	10000	0.0	93	0	9556	1604
EPT-0C	EPT-0H	_R_uce-9045_EPT_C9	1	10000	0.0046680497925311	93	18	3856	608
EPT-0C	EPT-0F	_R_uce-9045_EPT_C9	1	10000	0.0	93	0	9576	1584
EPT-0C	EPT-0E	_R_uce-9045_EPT_C9	1	10000	0.0008103727714748	93	8	9872	1288
EPT-0C	EPT-0D	_R_uce-9045_EPT_C9	1	10000	0.0	93	0	5960	736
EPT-0B	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.0066037735849056	93	14	2120	112
EPT-0B	EPT-0O	_R_uce-9045_EPT_C9	1	10000	0.0041017227235438	93	20	4876	704
EPT-0C	EPT-0J	_R_uce-9045_EPT_C9	1	10000	0.0032142857142857	93	18	5600	1096
EPT-0O	EPT-0P	_R_uce-9045_EPT_C9	1	10000	0.0064553990610328	93	22	3408	312
EPT-0A	EPT-0B	_R_uce-9170_EPT_C12	1	10000	0.0081900081900081	107	40	4884	252
EPT-0F	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0090288924558587	107	90	9968	732
EPT-0F	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0088757396449704	107	18	2028	112
EPT-0F	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.0118343195266272	107	24	2028	112
EPT-0F	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0119521912350597	107	72	6024	396
EPT-0F	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.0106554081222356	107	106	9948	752
EPT-0F	EPT-0H	_R_uce-9170_EPT_C12	1	10000	0.0064420218037661	107	26	4036	244
EPT-0E	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0093457943925233	107	40	4280	0
EPT-0E	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0089523809523809	107	94	10500	200
EPT-0E	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.008411214953271	107	18	2140	0
EPT-0E	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.0102803738317757	107	22	2140	0
EPT-0E	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0116352201257861	107	74	6360	60
EPT-0E	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.0103250478011472	107	108	10460	240
EPT-0E	EPT-0H	_R_uce-9170_EPT_C12	1	10000	0.0065727699530516	107	28	4260	20
EPT-0E	EPT-0F	_R_uce-9170_EPT_C12	1	10000	0.0108481262327416	107	110	10140	560
EPT-0D	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0086477987421383	107	22	2544	24
EPT-0F	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0103550295857988	107	42	4056	224
EPT-0H	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.0067243035542747	107	28	4164	116
EPT-0H	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0086750788643533	107	22	2536	32
EPT-0H	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.0070422535211267	107	6	852	4
EPT-0N	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0066666666666666	107	14	2100	40
EPT-0L	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0093457943925233	107	8	856	0
EPT-0L	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0095238095238095	107	20	2100	40
EPT-0L	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0093457943925233	107	4	428	0
EPT-0J	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0110062893081761	107	28	2544	24
EPT-0J	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.009929532351057	107	62	6244	176
EPT-0J	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0110062893081761	107	14	1272	12
EPT-0D	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0086427656850192	107	54	6248	172
EPT-0J	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.0110062893081761	107	14	1272	12
EPT-0I	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0089668615984405	107	92	10260	440
EPT-0I	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0076481835564053	107	16	2092	48
EPT-0I	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.011472275334608	107	24	2092	48
EPT-0I	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0128700128700128	107	80	6216	204
EPT-0H	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0058685446009389	107	10	1704	8
EPT-0H	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0047846889952153	107	20	4180	100
EPT-0H	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0046948356807511	107	4	852	4
EPT-0I	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0095602294455066	107	40	4184	96
EPT-0D	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0078616352201257	107	10	1272	12
EPT-0D	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.0094339622641509	107	12	1272	12
EPT-0D	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0110993657505285	107	42	3784	68
EPT-0B	EPT-0H	_R_uce-9170_EPT_C12	1	10000	0.0046948356807511	107	12	2556	12
EPT-0B	EPT-0F	_R_uce-9170_EPT_C12	1	10000	0.0088757396449704	107	54	6084	336
EPT-0B	EPT-0E	_R_uce-9170_EPT_C12	1	10000	0.0087227414330218	107	56	6420	0
EPT-0B	EPT-0D	_R_uce-9170_EPT_C12	1	10000	0.0083857442348008	107	32	3816	36
EPT-0B	EPT-0C	_R_uce-9170_EPT_C12	1	10000	0.0075520833333333	107	58	7680	24
EPT-0A	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0098280098280098	107	32	3256	168
EPT-0A	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0079880179730404	107	64	8012	548
EPT-0B	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.008604206500956	107	54	6276	144
EPT-0A	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0085995085995086	107	14	1628	84
EPT-0A	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0099173553719008	107	48	4840	296
EPT-0A	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.0105210420841683	107	84	7984	576
EPT-0A	EPT-0H	_R_uce-9170_EPT_C12	1	10000	0.0055555555555555	107	18	3240	184
EPT-0A	EPT-0F	_R_uce-9170_EPT_C12	1	10000	0.0095262615859938	107	74	7768	792
EPT-0A	EPT-0E	_R_uce-9170_EPT_C12	1	10000	0.0103194103194103	107	84	8140	420
EPT-0A	EPT-0D	_R_uce-9170_EPT_C12	1	10000	0.010339123242349	107	50	4836	300
EPT-0A	EPT-0C	_R_uce-9170_EPT_C12	1	10000	0.0090311986863711	107	88	9744	528
EPT-0A	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.011056511056511	107	18	1628	84
EPT-0N	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0070093457943925	107	6	856	0
EPT-0B	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.010482180293501	107	40	3816	36
EPT-0B	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.0062305295950155	107	8	1284	0
EPT-0D	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.0102960102960102	107	64	6216	204
EPT-0D	EPT-0H	_R_uce-9170_EPT_C12	1	10000	0.0063191153238546	107	16	2532	36
EPT-0D	EPT-0F	_R_uce-9170_EPT_C12	1	10000	0.0109561752988047	107	66	6024	396
EPT-0D	EPT-0E	_R_uce-9170_EPT_C12	1	10000	0.0097484276729559	107	62	6360	60
EPT-0C	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.00859375	107	44	5120	16
EPT-0C	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0078025477707006	107	98	12560	280
EPT-0C	EPT-0N	_R_uce-9170_EPT_C12	1	10000	0.00703125	107	18	2560	8
EPT-0B	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.0093457943925233	107	12	1284	0
EPT-0C	EPT-0L	_R_uce-9170_EPT_C12	1	10000	0.01015625	107	26	2560	8
EPT-0C	EPT-0I	_R_uce-9170_EPT_C12	1	10000	0.0094309462915601	107	118	12512	328
EPT-0C	EPT-0H	_R_uce-9170_EPT_C12	1	10000	0.0054945054945054	107	28	5096	40
EPT-0C	EPT-0F	_R_uce-9170_EPT_C12	1	10000	0.0095646437994722	107	116	12128	712
EPT-0C	EPT-0E	_R_uce-9170_EPT_C12	1	10000	0.00953125	107	122	12800	40
EPT-0C	EPT-0D	_R_uce-9170_EPT_C12	1	10000	0.0092008412197686	107	70	7608	96
EPT-0B	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.0077881619937694	107	20	2568	0
EPT-0B	EPT-0O	_R_uce-9170_EPT_C12	1	10000	0.0069841269841269	107	44	6300	120
EPT-0C	EPT-0J	_R_uce-9170_EPT_C12	1	10000	0.0112920168067226	107	86	7616	88
EPT-0O	EPT-0P	_R_uce-9170_EPT_C12	1	10000	0.008095238095238	107	34	4200	80
EPT-0A	EPT-0B	_R_uce-9204_EPT_C12	1	10000	0.0799086757990867	20	70	876	84
EPT-0F	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.0845360824742268	20	164	1940	60
EPT-0F	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.0721649484536082	20	28	388	12
EPT-0F	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1123595505617977	18	40	356	44
EPT-0F	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0687285223367697	20	80	1164	36
EPT-0F	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.0761099365750528	20	144	1892	108
EPT-0F	EPT-0H	_R_uce-9204_EPT_C12	1	10000	0.0670103092783505	20	52	776	24
EPT-0E	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.075	20	60	800	0
EPT-0E	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.085	20	170	2000	0
EPT-0E	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.075	20	30	400	0
EPT-0E	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	40	360	40
EPT-0E	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.07	20	84	1200	0
EPT-0E	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.0731958762886598	20	142	1940	60
EPT-0E	EPT-0H	_R_uce-9204_EPT_C12	1	10000	0.0675	20	54	800	0
EPT-0E	EPT-0F	_R_uce-9204_EPT_C12	1	10000	0.0814432989690721	20	158	1940	60
EPT-0D	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.0833333333333333	20	40	480	0
EPT-0F	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.0721649484536082	20	56	776	24
EPT-0H	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.056701030927835	20	44	776	24
EPT-0H	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0458333333333333	20	22	480	0
EPT-0H	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	16	144	16
EPT-0N	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.07	20	28	400	0
EPT-0L	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	16	144	16
EPT-0L	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	40	360	40
EPT-0L	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	8	72	8
EPT-0J	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.05	20	24	480	0
EPT-0J	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.07	20	84	1200	0
EPT-0J	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.05	20	12	240	0
EPT-0D	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.09	20	108	1200	0
EPT-0J	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	24	216	24
EPT-0I	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.0783505154639175	20	152	1940	60
EPT-0I	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.0618556701030927	20	24	388	12
EPT-0I	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1123595505617977	18	40	356	44
EPT-0I	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0584192439862542	20	68	1164	36
EPT-0H	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.05	20	16	320	0
EPT-0H	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.07	20	56	800	0
EPT-0H	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.05	20	8	160	0
EPT-0I	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.0618556701030927	20	48	776	24
EPT-0D	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.0833333333333333	20	20	240	0
EPT-0D	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	24	216	24
EPT-0D	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0833333333333333	20	60	720	0
EPT-0B	EPT-0H	_R_uce-9204_EPT_C12	1	10000	0.0550847457627118	20	26	472	8
EPT-0B	EPT-0F	_R_uce-9204_EPT_C12	1	10000	0.0749128919860627	20	86	1148	52
EPT-0B	EPT-0E	_R_uce-9204_EPT_C12	1	10000	0.0762711864406779	20	90	1180	20
EPT-0B	EPT-0D	_R_uce-9204_EPT_C12	1	10000	0.0875706214689265	20	62	708	12
EPT-0B	EPT-0C	_R_uce-9204_EPT_C12	1	10000	0.0790960451977401	20	112	1416	24
EPT-0A	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.0743243243243243	20	44	592	48
EPT-0A	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.0878378378378378	20	130	1480	120
EPT-0B	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.0662020905923344	20	76	1148	52
EPT-0A	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.0743243243243243	20	22	296	24
EPT-0A	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0743243243243243	20	66	888	72
EPT-0A	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.0664819944598338	20	96	1444	156
EPT-0A	EPT-0H	_R_uce-9204_EPT_C12	1	10000	0.0743243243243243	20	44	592	48
EPT-0A	EPT-0F	_R_uce-9204_EPT_C12	1	10000	0.0900277008310249	20	130	1444	156
EPT-0A	EPT-0E	_R_uce-9204_EPT_C12	1	10000	0.0864864864864864	20	128	1480	120
EPT-0A	EPT-0D	_R_uce-9204_EPT_C12	1	10000	0.0968468468468468	20	86	888	72
EPT-0A	EPT-0C	_R_uce-9204_EPT_C12	1	10000	0.0923423423423423	20	164	1776	144
EPT-0A	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1176470588235294	18	32	272	48
EPT-0N	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.05	20	8	160	0
EPT-0B	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0564971751412429	20	40	708	12
EPT-0B	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.059322033898305	20	14	236	4
EPT-0D	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.0893470790378006	20	104	1164	36
EPT-0D	EPT-0H	_R_uce-9204_EPT_C12	1	10000	0.0833333333333333	20	40	480	0
EPT-0D	EPT-0F	_R_uce-9204_EPT_C12	1	10000	0.0927835051546391	20	108	1164	36
EPT-0D	EPT-0E	_R_uce-9204_EPT_C12	1	10000	0.0916666666666666	20	110	1200	0
EPT-0C	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.075	20	72	960	0
EPT-0C	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.0866666666666666	20	208	2400	0
EPT-0C	EPT-0N	_R_uce-9204_EPT_C12	1	10000	0.075	20	36	480	0
EPT-0B	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1111111111111111	18	24	216	24
EPT-0C	EPT-0L	_R_uce-9204_EPT_C12	1	10000	0.1157407407407407	18	50	432	48
EPT-0C	EPT-0I	_R_uce-9204_EPT_C12	1	10000	0.081615120274914	20	190	2328	72
EPT-0C	EPT-0H	_R_uce-9204_EPT_C12	1	10000	0.0729166666666666	20	70	960	0
EPT-0C	EPT-0F	_R_uce-9204_EPT_C12	1	10000	0.0876288659793814	20	204	2328	72
EPT-0C	EPT-0E	_R_uce-9204_EPT_C12	1	10000	0.0875	20	210	2400	0
EPT-0C	EPT-0D	_R_uce-9204_EPT_C12	1	10000	0.0944444444444444	20	136	1440	0
EPT-0B	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.059322033898305	20	28	472	8
EPT-0B	EPT-0O	_R_uce-9204_EPT_C12	1	10000	0.0762711864406779	20	90	1180	20
EPT-0C	EPT-0J	_R_uce-9204_EPT_C12	1	10000	0.0736111111111111	20	106	1440	0
EPT-0O	EPT-0P	_R_uce-9204_EPT_C12	1	10000	0.07	20	56	800	0
EPT-0A	EPT-0B	uce-10006_EPT_C5	1	10000	0.0143586470963624	269	180	12536	376
EPT-0F	EPT-0O	uce-10006_EPT_C5	1	10000	0.0097947030246042	269	250	25524	1376
EPT-0F	EPT-0N	uce-10006_EPT_C5	1	10000	0.0175171363290175	268	92	5252	128
EPT-0F	EPT-0L	uce-10006_EPT_C5	1	10000	0.0083777608530083	268	44	5252	128
EPT-0F	EPT-0J	uce-10006_EPT_C5	1	10000	0.0086004691164972	269	132	15348	792
EPT-0F	EPT-0I	uce-10006_EPT_C5	1	10000	0.0106004333023831	269	274	25848	1052
EPT-0F	EPT-0H	uce-10006_EPT_C5	1	10000	0.014092664092664	269	146	10360	400
EPT-0E	EPT-0P	uce-10006_EPT_C5	1	10000	0.0191449814126394	269	206	10760	0
EPT-0E	EPT-0O	uce-10006_EPT_C5	1	10000	0.0175249807840123	269	456	26020	880
EPT-0E	EPT-0N	uce-10006_EPT_C5	1	10000	0.0205223880597014	268	110	5360	20
EPT-0E	EPT-0L	uce-10006_EPT_C5	1	10000	0.0167910447761194	268	90	5360	20
EPT-0E	EPT-0J	uce-10006_EPT_C5	1	10000	0.0164750957854406	269	258	15660	480
EPT-0E	EPT-0I	uce-10006_EPT_C5	1	10000	0.0174374526156178	269	460	26380	520
EPT-0E	EPT-0H	uce-10006_EPT_C5	1	10000	0.0183712121212121	269	194	10560	200
EPT-0E	EPT-0F	uce-10006_EPT_C5	1	10000	0.018133535660091	269	478	26360	540
EPT-0D	EPT-0P	uce-10006_EPT_C5	1	10000	0.0142766497461928	269	90	6304	152
EPT-0F	EPT-0P	uce-10006_EPT_C5	1	10000	0.0140364188163884	269	148	10544	216
EPT-0H	EPT-0I	uce-10006_EPT_C5	1	10000	0.0139103554868624	269	144	10352	408
EPT-0H	EPT-0J	uce-10006_EPT_C5	1	10000	0.0123697916666666	269	76	6144	312
EPT-0H	EPT-0L	uce-10006_EPT_C5	1	10000	0.0114068441064638	268	24	2104	48
EPT-0N	EPT-0O	uce-10006_EPT_C5	1	10000	0.0173611111111111	268	90	5184	196
EPT-0L	EPT-0P	uce-10006_EPT_C5	1	10000	0.0130597014925373	268	28	2144	8
EPT-0L	EPT-0O	uce-10006_EPT_C5	1	10000	0.0069444444444444	268	36	5184	196
EPT-0L	EPT-0N	uce-10006_EPT_C5	1	10000	0.0168539325842696	267	18	1068	8
EPT-0J	EPT-0P	uce-10006_EPT_C5	1	10000	0.0124521072796934	269	78	6264	192
EPT-0J	EPT-0O	uce-10006_EPT_C5	1	10000	0.0083267248215701	269	126	15132	1008
EPT-0J	EPT-0N	uce-10006_EPT_C5	1	10000	0.016025641025641	268	50	3120	108
EPT-0D	EPT-0O	uce-10006_EPT_C5	1	10000	0.0107639800472564	269	164	15236	904
EPT-0J	EPT-0L	uce-10006_EPT_C5	1	10000	0.0064102564102564	268	20	3120	108
EPT-0I	EPT-0O	uce-10006_EPT_C5	1	10000	0.0096349678834403	269	246	25532	1368
EPT-0I	EPT-0N	uce-10006_EPT_C5	1	10000	0.017503805175038	268	92	5256	124
EPT-0I	EPT-0L	uce-10006_EPT_C5	1	10000	0.008751902587519	268	46	5256	124
EPT-0I	EPT-0J	uce-10006_EPT_C5	1	10000	0.0092496091714434	269	142	15352	788
EPT-0H	EPT-0P	uce-10006_EPT_C5	1	10000	0.0165719696969696	269	70	4224	80
EPT-0H	EPT-0O	uce-10006_EPT_C5	1	10000	0.0133228840125391	269	136	10208	552
EPT-0H	EPT-0N	uce-10006_EPT_C5	1	10000	0.0180608365019011	268	38	2104	48
EPT-0I	EPT-0P	uce-10006_EPT_C5	1	10000	0.0134571645185746	269	142	10552	208
EPT-0D	EPT-0N	uce-10006_EPT_C5	1	10000	0.0171974522292993	268	54	3140	88
EPT-0D	EPT-0L	uce-10006_EPT_C5	1	10000	0.0095541401273885	268	30	3140	88
EPT-0D	EPT-0J	uce-10006_EPT_C5	1	10000	0.0098124727431312	269	90	9172	512
EPT-0B	EPT-0H	uce-10006_EPT_C5	1	10000	0.0169654289372599	269	106	6248	208
EPT-0B	EPT-0F	uce-10006_EPT_C5	1	10000	0.0134305448963929	269	210	15636	504
EPT-0B	EPT-0E	uce-10006_EPT_C5	1	10000	0.0192211055276381	269	306	15920	220
EPT-0B	EPT-0D	uce-10006_EPT_C5	1	10000	0.0141509433962264	269	132	9328	356
EPT-0B	EPT-0C	uce-10006_EPT_C5	1	10000	0.0128783000643915	269	240	18636	732
EPT-0A	EPT-0P	uce-10006_EPT_C5	1	10000	0.0146364494806421	269	124	8472	136
EPT-0A	EPT-0O	uce-10006_EPT_C5	1	10000	0.0108419613205704	269	222	20476	1044
EPT-0B	EPT-0I	uce-10006_EPT_C5	1	10000	0.0133264992311635	269	208	15608	532
EPT-0A	EPT-0N	uce-10006_EPT_C5	1	10000	0.018465909090909	268	78	4224	80
EPT-0A	EPT-0J	uce-10006_EPT_C5	1	10000	0.0102239532619279	269	126	12324	588
EPT-0A	EPT-0I	uce-10006_EPT_C5	1	10000	0.0116547871315738	269	242	20764	756
EPT-0A	EPT-0H	uce-10006_EPT_C5	1	10000	0.0146775745909528	269	122	8312	296
EPT-0A	EPT-0F	uce-10006_EPT_C5	1	10000	0.0120493541546173	269	250	20748	772
EPT-0A	EPT-0E	uce-10006_EPT_C5	1	10000	0.0179414542020774	269	380	21180	340
EPT-0A	EPT-0D	uce-10006_EPT_C5	1	10000	0.0128949065119277	269	160	12408	504
EPT-0A	EPT-0C	uce-10006_EPT_C5	1	10000	0.0118586640851887	269	294	24792	1032
EPT-0A	EPT-0L	uce-10006_EPT_C5	1	10000	0.0094786729857819	268	40	4220	84
EPT-0N	EPT-0P	uce-10006_EPT_C5	1	10000	0.0186567164179104	268	40	2144	8
EPT-0B	EPT-0J	uce-10006_EPT_C5	1	10000	0.0116580310880829	269	108	9264	420
EPT-0B	EPT-0N	uce-10006_EPT_C5	1	10000	0.0188916876574307	268	60	3176	52
EPT-0D	EPT-0I	uce-10006_EPT_C5	1	10000	0.0114898011877097	269	178	15492	648
EPT-0D	EPT-0H	uce-10006_EPT_C5	1	10000	0.0145442792501616	269	90	6188	268
EPT-0D	EPT-0F	uce-10006_EPT_C5	1	10000	0.0113960113960113	269	176	15444	696
EPT-0D	EPT-0E	uce-10006_EPT_C5	1	10000	0.0184010152284263	269	290	15760	380
EPT-0C	EPT-0P	uce-10006_EPT_C5	1	10000	0.0138095238095238	269	174	12600	312
EPT-0C	EPT-0O	uce-10006_EPT_C5	1	10000	0.0096972873804219	269	296	30524	1756
